"full_branch","superkingdom","kingdom","phylum","class","order","family"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Gastrotricha;Chaetonotida;Multitibulatina;Neodasyidae","Eukaryota","Metazoa","Gastrotricha","na","Chaetonotida","Neodasyidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Paxillosida;Ctenodiscidae","Eukaryota","Metazoa","Echinodermata","Asteroidea","Paxillosida","Ctenodiscidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Plagiorchiida;Lepocreadiata;Lepocreadioidea;Gorgocephalidae","Eukaryota","Metazoa","Platyhelminthes","Trematoda","Plagiorchiida","Gorgocephalidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Plagiorchiida;Pronocephalata;Pronocephaloidea;Opisthotrematidae","Eukaryota","Metazoa","Platyhelminthes","Trematoda","Plagiorchiida","Opisthotrematidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Plagiorchiida;Pronocephalata;Pronocephaloidea;Labicolidae","Eukaryota","Metazoa","Platyhelminthes","Trematoda","Plagiorchiida","Labicolidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Plagiorchiida;Pronocephalata;Pronocephaloidea;Rhabdiopoeidae","Eukaryota","Metazoa","Platyhelminthes","Trematoda","Plagiorchiida","Rhabdiopoeidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Plagiorchiida;Xiphidiata;Gorgoderoidea;Callodistomidae","Eukaryota","Metazoa","Platyhelminthes","Trematoda","Plagiorchiida","Callodistomidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Strigeidida;Clinostomoidea;Clinostomidae","Eukaryota","Metazoa","Platyhelminthes","Trematoda","Strigeidida","Clinostomidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Poecilostomatoida;Ergasilidae","Eukaryota","Metazoa","Arthropoda","Hexanauplia","Poecilostomatoida","Ergasilidae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Mediophyceae;Biddulphiophycidae;Triceratiales;Plagiogrammaceae","Eukaryota","na","Bacillariophyta","Mediophyceae","Triceratiales","Plagiogrammaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Saxifragales;Aphanopetalaceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Aphanopetalaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Santalales;Misodendraceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Santalales","Misodendraceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Caryophyllales;Stegnospermataceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Stegnospermataceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Caryophyllales;Cactineae;Halophytaceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Halophytaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Caryophyllales;Gisekiaceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Gisekiaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Caryophyllales;Drosophyllaceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Drosophyllaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;Caryophyllales;Barbeuiaceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Barbeuiaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;Pandanales;Triuridaceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Pandanales","Triuridaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Aplacophora;Solenogastres;Cavibelonia;Epimeniidae","Eukaryota","Metazoa","Mollusca","Solenogastres","Cavibelonia","Epimeniidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Entoprocta;Loxosomatidae","Eukaryota","Metazoa","Entoprocta","na","na","Loxosomatidae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Sphagnophytina;Sphagnopsida;Sphagnales;Ambuchananiaceae","Eukaryota","Viridiplantae","Streptophyta","Sphagnopsida","Sphagnales","Ambuchananiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Palaeoptera;Ephemeroptera;Pisciforma;Dipteromimidae","Eukaryota","Metazoa","Arthropoda","Insecta","Ephemeroptera","Dipteromimidae"
"cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Gregarinasina;Archigregarinorida;Selenidiidae","Eukaryota","na","Apicomplexa","Conoidasida","Archigregarinorida","Selenidiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Mygalomorphae;Microstigmatidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Microstigmatidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Mygalomorphae;Mecicobothriidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Mecicobothriidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Mygalomorphae;Barychelidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Barychelidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Mygalomorphae;Paratropidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Paratropidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Mygalomorphae;Actinopodidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Actinopodidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Mygalomorphae;Migidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Migidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomata;Trhypochthonioidea;Malaconothridae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Malaconothridae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomata;Hermannioidea;Hermanniidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Hermanniidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oripodoidea;Scheloribatidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Scheloribatidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oripodoidea;Oripodidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Oripodidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oripodoidea;Mochlozetidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Mochlozetidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oripodoidea;Haplozetidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Haplozetidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Ceratozetoidea;Zetomimidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Zetomimidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Ceratozetoidea;Mycobatidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Mycobatidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Ceratozetoidea;Humerobatidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Humerobatidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Ceratozetoidea;Ceratozetidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Ceratozetidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Hydrozetoidea;Limnozetidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Limnozetidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Hydrozetoidea;Hydrozetidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Hydrozetidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Ameroidea;Hungarobelbidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Hungarobelbidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Ameroidea;Eremulidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Eremulidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Ameroidea;Eremobelbidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Eremobelbidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Ameroidea;Damaeolidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Damaeolidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Ameroidea;Ctenobelbidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Ctenobelbidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Ameroidea;Amerobelbidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Amerobelbidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Ameroidea;Ameridae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Ameridae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Cepheoidea;Cepheidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Cepheidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Gustavioidea;Astegistidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Astegistidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Gustavioidea;Xenillidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Xenillidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Gustavioidea;Peloppiidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Peloppiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Gustavioidea;Gustaviidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Gustaviidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Gustavioidea;Tenuialidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Tenuialidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Eremelloidea;Caleremaeidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Caleremaeidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oppioidea;Autognetidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Autognetidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oppioidea;Suctobelbidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Suctobelbidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oppioidea;Oppiidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Oppiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Carabodoidea;Carabodidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Carabodidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oppioidea;Banksinomidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Banksinomidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Damaeoidea;Damaeidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Damaeidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Galumnoidea;Parakalummidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Parakalummidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Galumnoidea;Galumnidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Galumnidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Achipterioidea;Tegoribatidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Tegoribatidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Achipterioidea;Achipteriidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Achipteriidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Enarthronota;Hypochthonoidea;Eniochthoniidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Eniochthoniidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomata;Eulohmannioidea;Eulohmanniidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Eulohmanniidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Parhyposomata;Parhypochthonioidea;Parhypochthoniidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Parhypochthoniidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomata;Euphthiracaroidea;Oribotritiidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Oribotritiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomata;Euphthiracaroidea;Euphthiracaridae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Euphthiracaridae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Cyrtocrinida;Holopodidae","Eukaryota","Metazoa","Echinodermata","Crinoidea","Cyrtocrinida","Holopodidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Pelmatozoa;Crinoidea;Articulata;Bourgueticrinida;Bathycrinidae","Eukaryota","Metazoa","Echinodermata","Crinoidea","Bourgueticrinida","Bathycrinidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Heteroconchia;Euheterodonta;Anomalodesmata;Pholadomyoidea;Verticordiidae","Eukaryota","Metazoa","Mollusca","Bivalvia","na","Verticordiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Heteroconchia;Euheterodonta;Anomalodesmata;Pandoroidea;Myochamidae","Eukaryota","Metazoa","Mollusca","Bivalvia","na","Myochamidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Heteroconchia;Euheterodonta;Anomalodesmata;Thracioidea;Thraciidae","Eukaryota","Metazoa","Mollusca","Bivalvia","na","Thraciidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Heteroconchia;Euheterodonta;Anomalodesmata;Verticordioidea;Euciroidae","Eukaryota","Metazoa","Mollusca","Bivalvia","na","Euciroidae"
