"full_branch","superkingdom","kingdom","phylum","class","order","family"
"cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Urostylida;Hemicycliostylidae","Eukaryota","na","Ciliophora","Spirotrichea","Urostylida","Hemicycliostylidae"
"cellular organisms;Eukaryota;Haptista;Centroplasthelida;Pterocystida;Pterista;Pterocystidae","Eukaryota","na","na","Centroplasthelida","Pterocystida","Pterocystidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Strongylida;Heligmosomoidea;Viannaiidae","Eukaryota","Metazoa","Nematoda","Chromadorea","Strongylida","Viannaiidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Zygophlyctidales;Zygophlyctidaceae","Eukaryota","Fungi","Chytridiomycota","Chytridiomycetes","Zygophlyctidales","Zygophlyctidaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Zygorhizidiales;Zygorhizidiaceae","Eukaryota","Fungi","Chytridiomycota","Chytridiomycetes","Zygorhizidiales","Zygorhizidiaceae"
"cellular organisms;Eukaryota;Sar;Alveolata;Colpodellida;Alphamonaceae","Eukaryota","na","na","na","na","Alphamonaceae"
"cellular organisms;Eukaryota;Sar;Alveolata;Colpodellida;Chromeraceae","Eukaryota","na","na","na","na","Chromeraceae"
"cellular organisms;Eukaryota;Sar;Alveolata;Colpodellida;Vitrellaceae","Eukaryota","na","na","na","na","Vitrellaceae"
"cellular organisms;Eukaryota;Amoebozoa;Evosea;Variosea;Flamellidae","Eukaryota","na","Evosea","Variosea","na","Flamellidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Xylariomycetidae;Xylariales;Pseudotruncatellaceae","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Xylariales","Pseudotruncatellaceae"
"cellular organisms;Eukaryota;Discoba;Euglenozoa;Diplonemea;Diplonemidae","Eukaryota","na","Euglenozoa","na","Diplonemea","Diplonemidae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae","Eukaryota","na","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Hoplocarida;Stomatopoda;Unipeltata;Gonodactyloidea;Alainosquillidae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Stomatopoda","Alainosquillidae"
"cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Stephanopogonidae","Eukaryota","na","Heterolobosea","na","na","Stephanopogonidae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Sainouroidea;Guttulinopsidae","Eukaryota","na","Cercozoa","na","na","Guttulinopsidae"
"cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Neovahlkampfiidae","Eukaryota","na","Heterolobosea","na","na","Neovahlkampfiidae"
"cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Selenaionidae","Eukaryota","na","Heterolobosea","na","na","Selenaionidae"
"cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Protococcidiorida;Eleutheroschizonidae","Eukaryota","na","Apicomplexa","Conoidasida","Protococcidiorida","Eleutheroschizonidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Homoscleromorpha;Homosclerophorida;Oscarellidae","Eukaryota","Metazoa","Porifera","Homoscleromorpha","Homosclerophorida","Oscarellidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Verongimorpha;Verongiida;Ernstillidae","Eukaryota","Metazoa","Porifera","Demospongiae","Verongiida","Ernstillidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Nemertea;Enopla;Hoplonemertea;Polystilifera;Pelagica;Armaueriidae","Eukaryota","Metazoa","Nemertea","Enopla","Polystilifera","Armaueriidae"
"cellular organisms;Eukaryota;Rhodelphea;Rhodelphida;Rhodelphidae","Eukaryota","na","na","Rhodelphea","Rhodelphida","Rhodelphidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Tectipleura;Cephalaspidea;Cylichnoidea;Mnestiidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Cephalaspidea","Mnestiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Tectipleura;Cephalaspidea;Philinoidea;Alacuppidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Cephalaspidea","Alacuppidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Tectipleura;Cephalaspidea;Philinoidea;Laonidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Cephalaspidea","Laonidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Anystina;Parasitengona;Trombidioidea;Podothrombiidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Trombidiformes","Podothrombiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Ophioleucida;Ophioleucidae","Eukaryota","Metazoa","Echinodermata","Ophiuroidea","Ophioleucida","Ophioleucidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Ophioscolecida;Ophioscolecidae","Eukaryota","Metazoa","Echinodermata","Ophiuroidea","Ophioscolecida","Ophioscolecidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Asterozoa;Ophiuroidea;Myophiuroidea;Metophiurida;Ophintegrida;Amphilepidida;Ophiurina;Ophiopyrgidae","Eukaryota","Metazoa","Echinodermata","Ophiuroidea","Amphilepidida","Ophiopyrgidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Psocodea;Phthiraptera;Ischnocera;Neolinognathidae","Eukaryota","Metazoa","Arthropoda","Insecta","Phthiraptera","Neolinognathidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Strigeidida;Strigeidida incertae sedis;Ophiodiplostomatidae","Eukaryota","Metazoa","Platyhelminthes","Trematoda","Strigeidida","Ophiodiplostomatidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Harpacticoida;Rhizotrichidae","Eukaryota","Metazoa","Arthropoda","Hexanauplia","Harpacticoida","Rhizotrichidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Caridea;Alpheoidea;Thoridae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Thoridae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Halcampulactidae","Eukaryota","Metazoa","Cnidaria","Anthozoa","Actiniaria","Halcampulactidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Solifugae;Solpugidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Solifugae","Solpugidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Pseudoscorpiones;Neobisioidea;Bochicidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Pseudoscorpiones","Bochicidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Echiura;Echiuroidea;Thalassematidae","Eukaryota","Metazoa","Annelida","Polychaeta","Echiuroidea","Thalassematidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Lachnaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Lachnaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Pseudoastrosphaeriellaceae","Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pseudoastrosphaeriellaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Xylariomycetidae;Xylariales;Leptosilliaceae","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Xylariales","Leptosilliaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Sorbeoconcha;Cerithioidea;Zemelanopsidae","Eukaryota","Metazoa","Mollusca","Gastropoda","na","Zemelanopsidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Sorbeoconcha;Cerithioidea;Amphimelaniidae","Eukaryota","Metazoa","Mollusca","Gastropoda","na","Amphimelaniidae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida;Pansomonadidae","Eukaryota","na","Cercozoa","na","Glissomonadida","Pansomonadidae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida;Sandonidae","Eukaryota","na","Cercozoa","na","Glissomonadida","Sandonidae"
"cellular organisms;Eukaryota;Opisthokonta;Ichthyosporea;Ichthyophonida;Ichthyophonidae","Eukaryota","na","na","Ichthyosporea","Ichthyophonida","Ichthyophonidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Cyclopoida;Giselinidae","Eukaryota","Metazoa","Arthropoda","Hexanauplia","Cyclopoida","Giselinidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Poecilostomatoida;Erebonasteridae","Eukaryota","Metazoa","Arthropoda","Hexanauplia","Poecilostomatoida","Erebonasteridae"
"cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Suctoria;Endogenida;Dendrosomatidae","Eukaryota","na","Ciliophora","Phyllopharyngea","Endogenida","Dendrosomatidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Diaporthales;Dwiroopaceae","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Dwiroopaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Autobranchia;Pteriomorphia;Pectinida;Entolioidea;Entoliidae","Eukaryota","Metazoa","Mollusca","Bivalvia","Pectinida","Entoliidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Characiphysae;Siluriformes;Siluroidei;Austroglanididae","Eukaryota","Metazoa","Chordata","Actinopteri","Siluriformes","Austroglanididae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Scalidophora;Kinorhyncha;Allomalorhagida;Franciscideridae","Eukaryota","Metazoa","Kinorhyncha","Allomalorhagida","na","Franciscideridae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Caridea;Oplophoroidea;Acanthephyridae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Acanthephyridae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Phaeophyceae;Sphacelariales;Lithodermataceae","Eukaryota","na","na","Phaeophyceae","Sphacelariales","Lithodermataceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Scyphozoa;Rhizostomeae;Stomolophidae","Eukaryota","Metazoa","Cnidaria","Scyphozoa","Rhizostomeae","Stomolophidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Leotiales;Tympanidaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Leotiales","Tympanidaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Calloriaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Calloriaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Nudipleura;Nudibranchia;Doridina;Bathydoridoidea;Bathydorididae","Eukaryota","Metazoa","Mollusca","Gastropoda","Nudibranchia","Bathydorididae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Nudipleura;Nudibranchia;Cladobranchia;Proctonotoidea;Proctonotidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Nudibranchia","Proctonotidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Nudipleura;Nudibranchia;Cladobranchia;Cladobranchia incertae sedis;Madrellidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Nudibranchia","Madrellidae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Bryidae;Hypnanae;Hypnales;Orthostichellaceae","Eukaryota","Viridiplantae","Streptophyta","Bryopsida","Hypnales","Orthostichellaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Cleroidea;Thanerocleridae","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Thanerocleridae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Cleroidea;Chaetosomatidae","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Chaetosomatidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Cleroidea;Rhadalidae","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Rhadalidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Cleroidea;Thymalidae","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Thymalidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Cleroidea;Lophocateridae","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Lophocateridae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Cleroidea;Peltidae","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Peltidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Cleroidea;Protopeltidae","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Protopeltidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Cleroidea;Rentoniidae","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Rentoniidae"
"cellular organisms;Eukaryota;Cryptophyceae;Cryptomonadales;Baffinellaceae","Eukaryota","na","na","Cryptophyceae","Cryptomonadales","Baffinellaceae"
"cellular organisms;Eukaryota;Discoba;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae","Eukaryota","na","Euglenozoa","Euglenida","Petalomonadida","Scytomonadidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Polycladida;Acotylea;Leptoplanoidea;Notocomplanidae","Eukaryota","Metazoa","Platyhelminthes","Rhabditophora","Polycladida","Notocomplanidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Polycladida;Acotylea;Leptoplanoidea;Hoploplanidae","Eukaryota","Metazoa","Platyhelminthes","Rhabditophora","Polycladida","Hoploplanidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Acroechinoidea;Diadematacea;Echinothurioida;Kamptosomatidae","Eukaryota","Metazoa","Echinodermata","Echinoidea","Echinothurioida","Kamptosomatidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Pseudoscorpiones;Chthonioidea;Pseudotyrannochthoniidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Pseudoscorpiones","Pseudotyrannochthoniidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Pseudoscorpiones;Garypoidea;Garypinidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Pseudoscorpiones","Garypinidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Cestoda;Eucestoda;Aporidea;Nematoparataeniidae","Eukaryota","Metazoa","Platyhelminthes","Cestoda","Aporidea","Nematoparataeniidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Perischoechinoidea;Cidaroida;Ctenocidaridae","Eukaryota","Metazoa","Echinodermata","Echinoidea","Cidaroida","Ctenocidaridae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Tanaidacea;Tanaidomorpha;Paratanaidoidea;Tanaellidae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Tanaidacea","Tanaellidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Tanaidacea;Tanaidomorpha;Paratanaidoidea;Colletteidae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Tanaidacea","Colletteidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Tanaidacea;Tanaidomorpha;Paratanaidoidea;Teleotanaidae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Tanaidacea","Teleotanaidae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Polycystinea;Entactinaria;Hexalonchidae","Eukaryota","na","na","Polycystinea","Entactinaria","Hexalonchidae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariophycidae;Naviculales;Proschkiniaceae","Eukaryota","na","Bacillariophyta","Bacillariophyceae","Naviculales","Proschkiniaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Tardigrada;Eutardigrada;Parachela;Isohypsibioidea;Isohypsibiidae","Eukaryota","Metazoa","Tardigrada","Eutardigrada","Parachela","Isohypsibiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Brachyura;Eubrachyura;Heterotremata;Portunoidea;Ovalipidae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Ovalipidae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Jungermanniopsida;Jungermanniidae;Jungermanniales;Lophocoleineae;Blepharostomataceae","Eukaryota","Viridiplantae","Streptophyta","Jungermanniopsida","Jungermanniales","Blepharostomataceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Plagiorchiida;Pronocephalata;Paramphistomoidea;Microscaphidiidae","Eukaryota","Metazoa","Platyhelminthes","Trematoda","Plagiorchiida","Microscaphidiidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Pleosporales incertae sedis;Pleomonodictydaceae","Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleomonodictydaceae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystidae","Eukaryota","na","na","Bigyra","Opalinata","Blastocystidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Poecilostomatoida;Strepidae","Eukaryota","Metazoa","Arthropoda","Hexanauplia","Poecilostomatoida","Strepidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Cyprinodontiformes;Cyprinodontoidei;Fluviphylacidae","Eukaryota","Metazoa","Chordata","Actinopteri","Cyprinodontiformes","Fluviphylacidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Cyprinodontiformes;Cyprinodontoidei;Aphaniidae","Eukaryota","Metazoa","Chordata","Actinopteri","Cyprinodontiformes","Aphaniidae"
