"","full_branch","superkingdom","kingdom","phylum","class","order","family"
"1525","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Ostropomycetidae;Trapeliales;Trapeliaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Lecanoromycetes_147547","Trapeliales_1520783","Trapeliaceae_1520784"
"1526","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Nematocera;Bibionomorpha;Sciaroidea;Rangomaramidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Diptera_7147","Rangomaramidae_1520331"
"1527","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Nematocera;Bibionomorpha;Sciaroidea;Ditomyiidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Diptera_7147","Ditomyiidae_1520330"
"1528","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;Lecanoromycetes incertae sedis;Strangosporaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Lecanoromycetes_147547","character(0)_character(0)","Strangosporaceae_1518854"
"1529","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Lecanorales;Lecanorales incertae sedis;Psilolechiaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Lecanoromycetes_147547","Lecanorales_5197","Psilolechiaceae_1518853"
"1530","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Lecanorales;Lecanorineae;Ramboldiaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Lecanoromycetes_147547","Lecanorales_5197","Ramboldiaceae_1518852"
"1531","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Extremaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Mycosphaerellales_2726947","Extremaceae_1515657"
"1532","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Strepsirrhini;Lemuriformes;Palaeopropithecidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Mammalia_40674","Primates_9443","Palaeopropithecidae_1513476"
"1533","cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Stichotrichida;Kahliellidae","Eukaryota_2759","character(0)_character(0)","Ciliophora_5878","Spirotrichea_33829","Stichotrichida_33832","Kahliellidae_1513333"
"1534","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Neodevriesiaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Mycosphaerellales_2726947","Neodevriesiaceae_1508183"
"1535","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Sebacinales;Serendipitaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Sebacinales_297313","Serendipitaceae_1506295"
"1536","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Araneomorphae;Haplogynae;Dysderoidea;Trogloraptoridae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Arachnida_6854","Araneae_6893","Trogloraptoridae_1504926"
"1537","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Phaeomoniellales;Celotheliaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Eurotiomycetes_147545","Phaeomoniellales_1618100","Celotheliaceae_1504730"
"1538","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Poecilostomatoida;Pionodesmotidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Hexanauplia_72037","Poecilostomatoida_84310","Pionodesmotidae_1504305"
"1539","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriales;Epibryaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Eurotiomycetes_147545","Chaetothyriales_34395","Epibryaceae_1503986"
"1540","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Microascales;Graphiaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Sordariomycetes_147550","Microascales_5592","Graphiaceae_1503930"
"1541","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Opiliones;Phalangida;Laniatores;Insidiatores;Travunioidea;Paranonychidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Arachnida_6854","Opiliones_43271","Paranonychidae_1503477"
"1542","cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Heterotrichida;Fabreidae","Eukaryota_2759","character(0)_character(0)","Ciliophora_5878","Heterotrichea_194287","Heterotrichida_5957","Fabreidae_1502944"
"1543","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Littorinimorpha;Littorinoidea;Pelycidiidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","Littorinimorpha_216294","Pelycidiidae_1502620"
"1544","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Caenogastropoda incertae sedis;Epitonioidea;Nystiellidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","character(0)_character(0)","Nystiellidae_1502619"
"1545","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Littorinimorpha;Littorinoidea;Pickworthiidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","Littorinimorpha_216294","Pickworthiidae_1502617"
"1546","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Aplacophora;Solenogastres;Cavibelonia;Proneomeniidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Solenogastres_231996","Cavibelonia_1077250","Proneomeniidae_1500378"
"1547","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Aplacophora;Solenogastres;Pholidoskepia;Macellomeniidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Solenogastres_231996","Pholidoskepia_1077249","Macellomeniidae_1500368"
"1548","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Aplacophora;Solenogastres;Pholidoskepia;Meiomeniidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Solenogastres_231996","Pholidoskepia_1077249","Meiomeniidae_1500366"
"1549","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Aplacophora;Solenogastres;Cavibelonia;Pruvotinidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Solenogastres_231996","Cavibelonia_1077250","Pruvotinidae_1500360"
"1550","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Anthozoa incertae sedis;Relicanthidae","Eukaryota_2759","Metazoa_33208","Cnidaria_6073","Anthozoa_6101","character(0)_character(0)","Relicanthidae_1499635"
"1551","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Preactiidae","Eukaryota_2759","Metazoa_33208","Cnidaria_6073","Anthozoa_6101","Actiniaria_6103","Preactiidae_1499633"
"1552","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Nynantheae;Ostiactinidae","Eukaryota_2759","Metazoa_33208","Cnidaria_6073","Anthozoa_6101","Actiniaria_6103","Ostiactinidae_1499632"
"1553","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Protantheae;Gonactiniidae","Eukaryota_2759","Metazoa_33208","Cnidaria_6073","Anthozoa_6101","Actiniaria_6103","Gonactiniidae_1499631"
"1554","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Nynantheae;Galatheanthemidae","Eukaryota_2759","Metazoa_33208","Cnidaria_6073","Anthozoa_6101","Actiniaria_6103","Galatheanthemidae_1499630"
"1555","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Capneidae","Eukaryota_2759","Metazoa_33208","Cnidaria_6073","Anthozoa_6101","Actiniaria_6103","Capneidae_1499629"
"1556","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Endocoelantheae;Actinernidae","Eukaryota_2759","Metazoa_33208","Cnidaria_6073","Anthozoa_6101","Actiniaria_6103","Actinernidae_1499628"
"1557","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Helicina;Helicoidea;Epiphragmophoridae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","Stylommatophora_6527","Epiphragmophoridae_1498769"
"1558","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Araneomorphae;Haplogynae;Dysderoidea;Orsolobidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Arachnida_6854","Araneae_6893","Orsolobidae_1498387"
"1559","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Araneomorphae;Haplogynae;Dysderoidea;Oonopidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Arachnida_6854","Araneae_6893","Oonopidae_1498386"
"1560","cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Xanthophyceae;Tribonematales;Xanthonemataceae","Eukaryota_2759","character(0)_character(0)","character(0)_character(0)","Xanthophyceae_2833","Tribonematales_2978","Xanthonemataceae_1497869"
"1561","cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Rotaliida;Globigerinina;Globorotalioidea;Catapsydracidae","Eukaryota_2759","character(0)_character(0)","Foraminifera_29178","character(0)_character(0)","Rotaliida_29185","Catapsydracidae_1495884"
"1562","cellular organisms;Eukaryota;Sar;Alveolata;Colponemida;Colponemidia","Eukaryota_2759","character(0)_character(0)","character(0)_character(0)","character(0)_character(0)","Colponemida_2683325","Colponemidia_1492816"
"1563","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Orthurethra;Lauriidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","Stylommatophora_6527","Lauriidae_1491404"
"1564","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Notothenioidei;Pseudaphritidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Perciformes_8111","Pseudaphritidae_1490017"
"1565","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Percoidei;Niphonidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Perciformes_8111","Niphonidae_1489944"
"1566","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Uranoscopiformes;Cheimarrichthyidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Uranoscopiformes_1489926","Cheimarrichthyidae_1489927"
"1567","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Lobotiformes;Hapalogenyidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Lobotiformes_1489929","Hapalogenyidae_1489925"
"1568","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Eupercaria incertae sedis;Centrogenyidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","character(0)_character(0)","Centrogenyidae_1489924"
"1569","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Beloniformes;Belonoidei;Zenarchopteridae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Beloniformes_76071","Zenarchopteridae_1489918"
"1570","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Atheriniformes;Isonidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Atheriniformes_8075","Isonidae_1489917"
"1571","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Anabantaria;Anabantiformes;Nandoidei;Pristolepididae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Anabantiformes_1489900","Pristolepididae_1489903"
"1572","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Anabantaria;Anabantiformes;Nandoidei;Badidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Anabantiformes_1489900","Badidae_1489902"
"1573","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Pelagiaria;Scombriformes;Amarsipidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Scombriformes_1489894","Amarsipidae_1489899"
"1574","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Gobiaria;Gobiiformes;Gobioidei;Thalasseleotrididae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Gobiiformes_1489878","Thalasseleotrididae_1489881"
"1575","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Aulopa;Aulopiformes;Alepisauroidei;Bathysauroididae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Aulopiformes_68510","Bathysauroididae_1489833"
"1576","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Stomiati;Stomiiformes;Diplophidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Stomiiformes_48438","Diplophidae_1489802"
"1577","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Argentiniformes;Bathylagidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Argentiniformes_134613","Bathylagidae_1489799"
"1578","cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Oomycota incertae sedis;Lagenaceae","Eukaryota_2759","character(0)_character(0)","Oomycota_4762","character(0)_character(0)","character(0)_character(0)","Lagenaceae_1489790"
"1579","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Characiphysae;Characiformes;Characoidei;Triportheidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Characiformes_7991","Triportheidae_1489785"
"1580","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Characiphysae;Characiformes;Characoidei;Chalceidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Characiformes_7991","Chalceidae_1489784"
"1581","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Characiphysae;Characiformes;Characoidei;Iguanodectidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Characiformes_7991","Iguanodectidae_1489783"
"1582","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cobitoidei;Vaillantellidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Cypriniformes_7952","Vaillantellidae_1489618"
"1583","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cobitoidei;Serpenticobitidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Cypriniformes_7952","Serpenticobitidae_1489617"
"1584","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Psilorhynchidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Cypriniformes_7952","Psilorhynchidae_1489615"
"1585","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cobitoidei;Barbuccidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Cypriniformes_7952","Barbuccidae_1489614"
"1586","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cobitoidei;Ellopostomatidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Cypriniformes_7952","Ellopostomatidae_1489611"
"1587","cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Mesochytriales;Mesochytriaceae","Eukaryota_2759","Fungi_4751","Chytridiomycota_4761","Chytridiomycetes_451435","Mesochytriales_1486925","Mesochytriaceae_1486926"
"1588","cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Gromochytriales;Gromochytriaceae","Eukaryota_2759","Fungi_4751","Chytridiomycota_4761","Chytridiomycetes_451435","Gromochytriales_1486921","Gromochytriaceae_1486922"
"1589","cellular organisms;Eukaryota;Amoebozoa;Discosea;Flabellinia;Pellitidae","Eukaryota_2759","character(0)_character(0)","Discosea_555280","Flabellinia_1485085","character(0)_character(0)","Pellitidae_1485080"
"1590","cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Ascetosporea;Mikrocytiidae","Eukaryota_2759","character(0)_character(0)","Endomyxa_2604748","Ascetosporea_1871466","character(0)_character(0)","Mikrocytiidae_1483952"
"1591","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Characiphysae;Siluriformes;Siluriformes incertae sedis;Kryptoglanidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Siluriformes_7995","Kryptoglanidae_1483519"
"1592","cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Lituolida;Reophacidae","Eukaryota_2759","character(0)_character(0)","Foraminifera_29178","character(0)_character(0)","Lituolida_998816","Reophacidae_1482317"
