"","full_branch","superkingdom","kingdom","phylum","class","order","family"
"4045","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Aplacophora;Caudofoveata;Chaetodermatida;Prochaetodermatidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Caudofoveata_52919","Chaetodermatida_53693","Prochaetodermatidae_256142"
"4046","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Polyplacophora;Neoloricata;Chitonida;Chitonina;Schizochitonidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Polyplacophora_6650","Chitonida_6652","Schizochitonidae_256097"
"4047","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Jungermanniopsida;Jungermanniidae;Jungermanniales;Jungermanniineae;Trichotemnomataceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Jungermanniopsida_186771","Jungermanniales_3199","Trichotemnomataceae_255994"
"4048","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Jungermanniopsida;Metzgeriidae;Pleuroziales;Pleuroziaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Jungermanniopsida_186771","Pleuroziales_255980","Pleuroziaceae_255981"
"4049","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Jungermanniopsida;Jungermanniidae;Ptilidiales;Neotrichocoleaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Jungermanniopsida_186771","Ptilidiales_984499","Neotrichocoleaceae_255977"
"4050","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Jungermanniopsida;Jungermanniidae;Porellales;Porellineae;Goebeliellaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Jungermanniopsida_186771","Porellales_186798","Goebeliellaceae_255948"
"4051","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Jungermanniopsida;Jungermanniidae;Jungermanniales;Jungermanniineae;Balantiopsidaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Jungermanniopsida_186771","Jungermanniales_3199","Balantiopsidaceae_255932"
"4052","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Jungermanniopsida;Jungermanniidae;Jungermanniales;Lophocoleineae;Vetaformataceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Jungermanniopsida_186771","Jungermanniales_3199","Vetaformataceae_255930"
"4053","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Jungermanniopsida;Jungermanniidae;Jungermanniales;Lophocoleineae;Mastigophoraceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Jungermanniopsida_186771","Jungermanniales_3199","Mastigophoraceae_255922"
"4054","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Characiphysae;Siluriformes;Siluroidei;Pseudopimelodidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Actinopteri_186623","Siluriformes_7995","Pseudopimelodidae_255574"
"4055","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Brachyura;Eubrachyura;Heterotremata;Dorippoidea;Dorippidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Malacostraca_6681","Decapoda_6683","Dorippidae_255308"
"4056","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Passeriformes;Corvoidea;Cinclosomatidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Aves_8782","Passeriformes_9126","Cinclosomatidae_254655"
"4057","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Passeriformes;Passeroidea;Paramythiidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Aves_8782","Passeriformes_9126","Paramythiidae_254572"
"4058","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Hymenoptera;Apocrita;Aculeata;Apoidea;Crabronidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hymenoptera_7399","Crabronidae_253718"
"4059","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Keratosa;Dendroceratida;Halisarcidae","Eukaryota_2759","Metazoa_33208","Porifera_6040","Demospongiae_6042","Dendroceratida_119424","Halisarcidae_253170"
"4060","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Heteroscleromorpha;Poecilosclerida;Crellidae","Eukaryota_2759","Metazoa_33208","Porifera_6040","Demospongiae_6042","Poecilosclerida_27925","Crellidae_252959"
"4061","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Heteroscleromorpha;Poecilosclerida;Hymedesmiidae","Eukaryota_2759","Metazoa_33208","Porifera_6040","Demospongiae_6042","Poecilosclerida_27925","Hymedesmiidae_252956"
"4062","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Verongimorpha;Verongiida;Ianthellidae","Eukaryota_2759","Metazoa_33208","Porifera_6040","Demospongiae_6042","Verongiida_1779151","Ianthellidae_252952"
"4063","cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Monoblepharidomycetes;Monoblepharidales;Oedogoniomycetaceae","Eukaryota_2759","Fungi_4751","Chytridiomycota_4761","Monoblepharidomycetes_451454","Monoblepharidales_79272","Oedogoniomycetaceae_252679"
"4064","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Nudipleura;Nudibranchia;Cladobranchia;Dendronotoidea;Hancockiidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","Nudibranchia_70849","Hancockiidae_252572"
"4065","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Nudipleura;Nudibranchia;Cladobranchia;Dendronotoidea;Tethydidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","Nudibranchia_70849","Tethydidae_252554"
"4066","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;lower Heterobranchia;Acteonoidea;Aplustridae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","character(0)_character(0)","Aplustridae_252545"
"4067","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Amphiesmenoptera;Lepidoptera;Glossata;Neolepidoptera;Heteroneura;Ditrysia;Apoditrysia;Copromorphoidea;Carposinidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Lepidoptera_7088","Carposinidae_252293"
"4068","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Helminthosphaeriaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Sordariomycetes_147550","Sordariales_5139","Helminthosphaeriaceae_252218"
"4069","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariomycetidae incertae sedis;Catabotrydaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Sordariomycetes_147550","character(0)_character(0)","Catabotrydaceae_252210"
"4070","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;Pezizomycotina incertae sedis;Batistiaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","character(0)_character(0)","character(0)_character(0)","Batistiaceae_252176"
"4071","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Coronophorales;Nitschkiaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Sordariomycetes_147550","Coronophorales_252166","Nitschkiaceae_252170"
"4072","cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Suessiales;Symbiodiniaceae","Eukaryota_2759","character(0)_character(0)","character(0)_character(0)","Dinophyceae_2864","Suessiales_89954","Symbiodiniaceae_252141"
"4073","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Sooglossoidea;Nasikabatrachidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Amphibia_8292","Anura_8342","Nasikabatrachidae_251752"
"4074","cellular organisms;Eukaryota;Opisthokonta;Ichthyosporea;Ichthyophonida;Amoebidiaceae","Eukaryota_2759","character(0)_character(0)","character(0)_character(0)","Ichthyosporea_127916","Ichthyophonida_198625","Amoebidiaceae_251739"
"4075","cellular organisms;Eukaryota;Opisthokonta;Ichthyosporea;Ichthyophonida;Eccrinaceae","Eukaryota_2759","character(0)_character(0)","character(0)_character(0)","Ichthyosporea_127916","Ichthyophonida_198625","Eccrinaceae_251712"
"4076","cellular organisms;Eukaryota;Opisthokonta;Ichthyosporea;Ichthyophonida;Palavasciaceae","Eukaryota_2759","character(0)_character(0)","character(0)_character(0)","Ichthyosporea_127916","Ichthyophonida_198625","Palavasciaceae_251711"
"4077","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Anthracoideaceae","Eukaryota_2759","Fungi_4751","Basidiomycota_5204","Ustilaginomycetes_5257","Ustilaginales_5267","Anthracoideaceae_251612"
"4078","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Clitellata;Oligochaeta;Enchytraeida;Propappidae","Eukaryota_2759","Metazoa_33208","Annelida_6340","Clitellata_42113","Enchytraeida_1964463","Propappidae_251476"
"4079","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Scolecida;Paraonidae","Eukaryota_2759","Metazoa_33208","Annelida_6340","Polychaeta_6341","character(0)_character(0)","Paraonidae_251440"
"4080","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Clitellata;Oligochaeta;Capilloventrida;Capilloventridae","Eukaryota_2759","Metazoa_33208","Annelida_6340","Clitellata_42113","Capilloventrida_2803883","Capilloventridae_251437"
"4081","cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Syndiniales;Ellobiopsidae","Eukaryota_2759","character(0)_character(0)","character(0)_character(0)","Dinophyceae_2864","Syndiniales_88547","Ellobiopsidae_251328"
"4082","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Clitellata;Hirudinea;Hirudinida;Hirudiniformes;Semiscolecidae","Eukaryota_2759","Metazoa_33208","Annelida_6340","Clitellata_42113","Hirudinida_2218736","Semiscolecidae_251281"
"4083","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Clitellata;Hirudinea;Hirudinida;Hirudiniformes;Cylicobdellidae","Eukaryota_2759","Metazoa_33208","Annelida_6340","Clitellata_42113","Hirudinida_2218736","Cylicobdellidae_251238"
"4084","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Clitellata;Hirudinea;Hirudinida;Americobdelliformes;Americobdellidae","Eukaryota_2759","Metazoa_33208","Annelida_6340","Clitellata_42113","Hirudinida_2218736","Americobdellidae_251235"
"4085","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Coccoidea;Stictococcidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Stictococcidae_249438"
"4086","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Coccoidea;Phoenicococcidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Phoenicococcidae_249437"
"4087","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Coccoidea;Ortheziidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Ortheziidae_249435"
"4088","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Coccoidea;Lecanodiaspididae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Lecanodiaspididae_249433"
"4089","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Coccoidea;Kerriidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Kerriidae_249430"
"4090","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Coccoidea;Kermesidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Kermesidae_249429"
"4091","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Coccoidea;Halimococcidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Halimococcidae_249426"
"4092","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Coccoidea;Conchaspididae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Conchaspididae_249423"
"4093","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Coccoidea;Cerococcidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Cerococcidae_249422"
"4094","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Coccoidea;Beesoniidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Beesoniidae_249420"
"4095","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Coccoidea;Aclerdidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Aclerdidae_249417"
"4096","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Harpacticoida;Cletopsyllidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Hexanauplia_72037","Harpacticoida_41212","Cletopsyllidae_248067"
"4097","cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Phyllopharyngea;Phyllopharyngia;Dysteriida;Hartmannulidae","Eukaryota_2759","character(0)_character(0)","Ciliophora_5878","Phyllopharyngea_37471","Dysteriida_238898","Hartmannulidae_247151"
"4098","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae;Polypodiales;Aspleniineae;Woodsiaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Polypodiopsida_241806","Polypodiales_3268","Woodsiaceae_246271"
"4099","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Diplopoda;Monocheta;Stemmiulida;Stemmiulidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Diplopoda_7553","Stemmiulida_245732","Stemmiulidae_245733"
"4100","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Diplopoda;Helminthomorpha;Siphonophorida;Siphonophoridae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Diplopoda_7553","Siphonophorida_421860","Siphonophoridae_245728"
"4101","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Diplopoda;Penicillata;Polyxenida;Lophoproctidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Diplopoda_7553","Polyxenida_52425","Lophoproctidae_245723"
"4102","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Diplopoda;Pentazonia;Glomeridesmida;Glomeridesmidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Diplopoda_7553","Glomeridesmida_245716","Glomeridesmidae_245717"
"4103","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Diplopoda;Helminthomorpha;Polydesmida;Pyrgodesmidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Diplopoda_7553","Polydesmida_71419","Pyrgodesmidae_245713"
"4104","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Bryidae;Hypnanae;Hypnales;Symphyodontaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Bryopsida_3214","Hypnales_13798","Symphyodontaceae_245473"
"4105","cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyceae;Bacillariophycidae;Rhopalodiales;Rhopalodiaceae","Eukaryota_2759","character(0)_character(0)","Bacillariophyta_2836","Bacillariophyceae_33849","Rhopalodiales_245176","Rhopalodiaceae_245177"
"4106","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Oligostraca;Ichthyostraca;Pentastomida;Reighardiida;Reighardiidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Ichthyostraca_2172820","Reighardiida_2609960","Reighardiidae_245001"
"4107","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Diplopoda;Helminthomorpha;Spirostreptida;Odontopygidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Diplopoda_7553","Spirostreptida_30267","Odontopygidae_244995"
"4108","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Diplopoda;Helminthomorpha;Spirostreptida;Choctellidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Diplopoda_7553","Spirostreptida_30267","Choctellidae_244994"
"4109","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Diplopoda;Helminthomorpha;Spirostreptida;Iulomorphidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Diplopoda_7553","Spirostreptida_30267","Iulomorphidae_244992"
"4110","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Diplopoda;Helminthomorpha;Spirostreptida;Cambalopsidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Diplopoda_7553","Spirostreptida_30267","Cambalopsidae_244989"
"4111","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Diplopoda;Helminthomorpha;Spirostreptida;Cambalidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Diplopoda_7553","Spirostreptida_30267","Cambalidae_244988"
